"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Dinosauria&taxon_reso=species&idqual=certain&pres=regular&interval=Triassic,Cretaceous&show=acconly"
"Access Time","Wed 2019-06-12 10:22:05 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Dinosauria"
"","idreso","species"
"","idqual","certain"
"","interval","Triassic,Cretaceous"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","acconly"
"Elapsed Time","0.428"
"Records Found","3189"
"Records Returned","3189"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"343835","occ","","","32339","Abelisaurus comahuensis","species","53945","Early Campanian","Middle Campanian","83.5","70.6","8721"
"343953","occ","20510","","32362","Shamosaurus scutatus","species","52795","Aptian","Albian","125","100.5","26795"
"343957","occ","","","32366","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","8731"
"343959","occ","23701","","32368","Traukutitan eocaudata","species","174550","Santonian","","86.3","83.6","34687"
"360364","occ","","","34132","Zupaysaurus rougieri","species","54097","Norian","","228","208.5","8988"
"362179","occ","","","34305","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","9017"
"362355","occ","","","34307","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","9017"
"362356","occ","","","34307","Troodon formosus","species","54818","Late Campanian","","83.5","70.6","9017"
"362396","occ","","","34309","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","9017"
"362397","occ","","","34309","Troodon formosus","species","54818","Late Campanian","","83.5","70.6","9017"
"362681","occ","","","34315","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","9017"
"366438","occ","","","34698","Podokesaurus holyokensis","species","54411","Hettangian","Sinemurian","201.3","190.8","9194"
"367089","occ","","","34725","Rajasaurus narmadensis","species","54433","Maastrichtian","","72.1","66","9208"
"367091","occ","","","34726","Silvisaurus condrayi","species","52791","Albian","","113","100.5","9210"
"367434","occ","13284","","34744","Pachyrhinosaurus canadensis","species","66023","Early Maastrichtian","","70.6","66","14096"
"367436","occ","35435","","34745","Troodon formosus","species","54818","Late Campanian","","83.5","70.6","13889"
"367439","occ","","","34746","Deinonychus antirrhopus","species","54555","Aptian","Albian","125","100.5","9233"
"367440","occ","","","34747","Leptoceratops gracilis","species","52827","Maastrichtian","","72.1","66","9234"
"367497","occ","","","34755","Ichthyornis dispar","species","54877","Early Coniacian","","89.3","85.8","7491"
"367498","occ","","","34756","Ichthyornis dispar","species","54877","Early Campanian","","83.5","70.6","7491"
"367499","occ","","","34757","Ichthyornis dispar","species","54877","Early Campanian","","83.5","70.6","7491"
"367589","occ","17832","","34768","Vulcanodon karibaensis","species","54979","Sinemurian","Pliensbachian","199.3","182.7","9275"
"367656","occ","10645","","34777","Massospondylus carinatus","species","56595","Early Jurassic","","201.3","174.1","10538"
"367667","occ","","","34779","Coelophysis rhodesiensis","species","55541","Late Triassic","","237","201.3","9278"
"368113","occ","","","34826","Pentaceratops sternbergii","species","55033","Late Campanian","","83.5","70.6","9303"
"368120","occ","","","34827","Pentaceratops sternbergii","species","55033","Early Maastrichtian","","70.6","66","9303"
"368121","occ","","","34828","Pentaceratops sternbergii","species","55033","Late Campanian","","83.5","70.6","9303"
"372354","occ","","","35248","Coelophysis kayentakatae","species","55540","Sinemurian","Pliensbachian","199.3","182.7","9476"
"372355","occ","","","35249","Coelophysis kayentakatae","species","55540","Sinemurian","Pliensbachian","199.3","182.7","9476"
"372356","occ","","","35250","Coelophysis kayentakatae","species","55540","Sinemurian","Pliensbachian","199.3","182.7","9476"
"372429","occ","","","35262","Compsognathus longipes","species","53007","Early Tithonian","","150.8","145","9478"
"372542","occ","","","35268","Barapasaurus tagorei","species","55547","Sinemurian","Pliensbachian","199.3","182.7","9479"
"372644","occ","","","35273","Austrosaurus mckillopi","species","55571","Late Albian","","105.3","99.6","9481"
"372803","occ","","","35285","Mendozasaurus neguyelap","species","55584","Middle Coniacian","Late Coniacian","89.3","85.8","9503"
"372881","occ","21983","","35293","Camarasaurus lewisi","species","55640","Kimmeridgian","","157.3","152.1","9518"
"372891","occ","20922","","35295","Blikanasaurus cromptoni","species","55644","Norian","Rhaetian","228","201.3","9521"
"373398","occ","13623","","5195","Pawpawsaurus campbelli","species","55999","Late Albian","","105.3","99.6","312"
"376512","occ","33833","","35511","Styracosaurus albertensis","species","56144","Late Campanian","","83.5","70.6","9593"
"376584","occ","30599","","35518","Kritosaurus navajovius","species","53196","Late Campanian","","83.5","70.6","9596"
"379966","occ","","","35966","Tanius sinensis","species","53379","Campanian","","83.6","72.1","18021"
"380063","occ","10439","","35973","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9667"
"380646","occ","22367","","36080","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665"
"380647","occ","22368","","36081","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665"
"380649","occ","","","36082","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665"
"380651","occ","22270","","36082","Kinnareemimus khonkaenensis","species","156167","Barremian","Aptian","129.4","113","30930"
"380655","occ","","","36083","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665"
"380882","occ","","","36144","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9696"
"380887","occ","","","36146","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665"
"380889","occ","","","36147","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665"
"380894","occ","22375","","36149","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665"
"380898","occ","22371","","36150","Phuwiangosaurus sirindhornae","species","56410","Barremian","Aptian","129.4","113","9665"
"380916","occ","22366","","36160","Siamotyrannus isanensis","species","56421","Barremian","Aptian","129.4","113","25804"
"382139","occ","32408","","36269","Naashoibitosaurus ostromi","species","66595","Late Campanian","","83.5","70.6","1965"
"382508","occ","18089","","36366","Aragosaurus ischiaticus","species","70637","Late Berriasian","Early Valanginian","145","136.4","7241"
"382521","occ","27194","","36369","Gideonmantellia amosanjuanae","species","242782","Early Barremian","","130","125.45","42439"
"383892","occ","","","36541","Kritosaurus navajovius","species","53196","Late Campanian","","83.5","70.6","9765"
"384334","occ","18880","","36569","Mamenchisaurus sinocanadorum","species","56541","Oxfordian","","163.5","157.3","9781"
"384369","occ","","","36576","Brontosaurus excelsus","species","52982","Kimmeridgian","Tithonian","157.3","145","35184"
"384371","occ","","","36578","Ornithopsis leedsii","species","56552","Early Callovian","","164.7","161.2","25692"
"384555","occ","19672","","36609","Melanorosaurus readi","species","54980","Norian","Rhaetian","228","201.3","9815"
"385293","occ","10648","","36702","Massospondylus carinatus","species","56595","Sinemurian","","199.3","190.8","10538"
"385301","occ","","","36704","Melanorosaurus readi","species","54980","Norian","Rhaetian","228","201.3","9818"
"385302","occ","","","36705","Melanorosaurus readi","species","54980","Norian","Rhaetian","228","201.3","9818"
"385426","occ","","","36710","Hesperornis regalis","species","96488","Campanian","","83.6","72.1","9799"
"385604","occ","","","36733","Eucnemesaurus fortis","species","56614","Norian","Rhaetian","228","201.3","14536"
"385607","occ","","","36735","Plateosauravus cullingworthi","species","56591","Norian","Rhaetian","228","201.3","9818"
"385610","occ","","","36738","Plateosauravus cullingworthi","species","56591","Norian","Rhaetian","228","201.3","9818"
"385657","occ","","","36741","Massospondylus carinatus","species","56595","Hettangian","Sinemurian","201.3","190.8","9842"
"385669","occ","","","36746","Hesperornis regalis","species","96488","Campanian","","83.6","72.1","9799"
"386280","occ","10649","","36850","Massospondylus carinatus","species","56595","Sinemurian","","199.3","190.8","10538"
"387341","occ","10492","","37005","Opisthocoelicaudia skarzynskii","species","57335","Campanian","Maastrichtian","83.6","66","9904"
"387345","occ","13844","","37006","Tarbosaurus bataar","species","63705","Campanian","Maastrichtian","83.6","66","15110"
"387357","occ","","","37009","Protoceratops andrewsi","species","52824","Late Campanian","","83.5","70.6","9902"
"387360","occ","10605","","37011","Tarbosaurus bataar","species","63705","Campanian","Maastrichtian","83.6","66","9900"
"387369","occ","","","37013","Protoceratops andrewsi","species","52824","Late Campanian","","83.5","70.6","9901"
"387375","occ","13386","","37013","Pinacosaurus grangeri","species","52911","Late Campanian","","83.5","70.6","14235"
"387388","occ","","","37016","Protoceratops andrewsi","species","52824","Late Campanian","","83.5","70.6","9901"
"387400","occ","","","37020","Tarbosaurus bataar","species","63705","Campanian","Maastrichtian","83.6","66","9899"
"387401","occ","","","37020","Saurolophus angustirostris","species","64295","Campanian","Maastrichtian","83.6","66","9899"
"387402","occ","10623","","37020","Gallimimus bullatus","species","57265","Campanian","Maastrichtian","83.6","66","9906"
"388971","occ","","","37199","Lirainosaurus astibiae","species","65827","Late Campanian","","83.5","70.6","9559"
"388982","occ","","","28765","Lirainosaurus astibiae","species","65827","Late Campanian","","83.5","70.6","9559"
"389058","occ","","","37184","Velociraptor mongoliensis","species","54554","Campanian","","83.6","72.1","5757"
"389060","occ","13155","","37184","Shuvuuia deserti","species","66044","Campanian","","83.6","72.1","13618"
"389061","occ","21161","","37184","Gobipteryx minuta","species","57334","Campanian","","83.6","72.1","28690"
"389084","occ","","","37209","Byronosaurus jaffei","species","57020","Campanian","","83.6","72.1","9962"
"389089","occ","","","37211","Citipati osmolskae","species","57024","Campanian","","83.6","72.1","9961"
"389121","occ","","","37212","Khaan mckennai","species","57026","Campanian","","83.6","72.1","9961"
"389143","occ","","","37213","Khaan mckennai","species","57026","Campanian","","83.6","72.1","9961"
"391679","occ","12135","","37596","Ferganocephale adenticulatum","species","64060","Callovian","","166.1","163.5","12416"
"392711","occ","13285","","22689","Gettyia gloriae","species","66860","Late Santonian","Early Campanian","85.8","70.6","14100"
"393070","occ","","","37806","Protoceratops hellenikorhinus","species","57342","Campanian","","83.6","72.1","10057"
"393071","occ","","","37807","Pinacosaurus mephistocephalus","species","57343","Campanian","","83.6","72.1","10079"
"393080","occ","","","37811","Charonosaurus jiayinensis","species","64259","Late Maastrichtian","","70.6","66","10082"
"393081","occ","34724","","37811","Tarbosaurus bataar","species","63705","Late Maastrichtian","","70.6","66","10082"
"393102","occ","","","22659","Dromaeosaurus albertensis","species","54550","Late Campanian","","83.5","70.6","10086"
"393103","occ","","","22659","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","10086"
"393104","occ","","","22659","Troodon formosus","species","54818","Late Campanian","","83.5","70.6","10086"
"395215","occ","","","38020","Fukuiraptor kitadaniensis","species","66357","Late Barremian","Aptian","130","113","10135"
"395217","occ","","","38020","Fukuisaurus tetoriensis","species","68189","Late Barremian","Aptian","130","113","10136"
"395222","occ","10624","","38022","Bagaraatan ostromi","species","57249","Campanian","Maastrichtian","83.6","66","9905"
"395224","occ","","","38023","Tarbosaurus bataar","species","63705","Campanian","Maastrichtian","83.6","66","9900"
"395225","occ","13846","","38024","Tarbosaurus bataar","species","63705","Campanian","Maastrichtian","83.6","66","15110"
"396864","occ","17735","","38134","Olorotitan arharensis","species","72095","Late Maastrichtian","","70.6","66","16832"
"396875","occ","","","38138","Nipponosaurus sachalinensis","species","56972","Late Santonian","Early Campanian","85.8","70.6","10243"
"401688","occ","17842","","38529","Tyrannotitan chubutensis","species","77208","Albian","","113","100.5","17101"
"401692","occ","","","38533","Chubutisaurus insignis","species","53963","Albian","Cenomanian","113","93.9","10338"
"401695","occ","","","38534","Timimus hermani","species","57100","Late Aptian","Early Albian","122.46","109","10341"
"401696","occ","","","38535","Serendipaceratops arthurcclarkei","species","57098","Late Aptian","","122.46","112.03","10340"
"401697","occ","18982","","38534","Leaellynasaura amicagraphica","species","57102","Late Aptian","Early Albian","122.46","109","10342"
"401706","occ","18980","","38537","Leaellynasaura amicagraphica","species","57102","Late Aptian","Early Albian","122.46","109","10342"
"401729","occ","18985","","38542","Leaellynasaura amicagraphica","species","57102","Late Aptian","Early Albian","122.46","109","10342"
"401745","occ","","","38539","Rapator ornitholestoides","species","67936","Cenomanian","","100.5","93.9","29483"
"401751","occ","18008","","38544","Tyrannosaurus rex","species","54833","Maastrichtian","","72.1","66","10350"
"402859","occ","","","24883","Hexinlusaurus multidens","species","57224","Bajocian","Callovian","170.3","163.5","6970"
"402860","occ","","","24883","Agilisaurus louderbacki","species","57223","Bajocian","Callovian","170.3","163.5","10370"
"402861","occ","","","24883","Huayangosaurus taibaii","species","54858","Bajocian","Callovian","170.3","163.5","6976"
"402862","occ","","","24883","Yangchuanosaurus zigongensis","species","143665","Bajocian","Callovian","170.3","163.5","29517"
"402864","occ","","","24883","Shunosaurus lii","species","56457","Bajocian","Callovian","170.3","163.5","17258"
"402865","occ","","","24883","Xiaosaurus dashanpensis","species","53227","Bajocian","Callovian","170.3","163.5","4410"
"402867","occ","","","24883","Gasosaurus constructus","species","52765","Bajocian","Callovian","170.3","163.5","7752"
"402868","occ","","","24883","Datousaurus bashanensis","species","52771","Bajocian","Callovian","170.3","163.5","7755"
"403027","occ","18975","","38680","Allosaurus europaeus","species","94354","Late Oxfordian","Late Kimmeridgian","161.2","150.8","19890"
"403137","occ","13833","","24563","Aviatyrannis jurassica","species","68482","Kimmeridgian","","157.3","152.1","15071"
"403138","occ","13834","","24563","Aviatyrannis jurassica","species","68482","Kimmeridgian","","157.3","152.1","15071"
"403400","occ","10595","","38695","Deinocheirus mirificus","species","57246","Early Maastrichtian","","70.6","66","63354"
"403433","occ","32662","","38698","Tarchia gigantea","species","52909","Campanian","Maastrichtian","83.6","66","59835"
"403435","occ","13389","","38699","Tarchia gigantea","species","52909","Campanian","Maastrichtian","83.6","66","9909"
"403436","occ","32659","","38700","Tarchia gigantea","species","52909","Campanian","Maastrichtian","83.6","66","59835"
"403438","occ","32660","","38702","Tarbosaurus bataar","species","63705","Campanian","Maastrichtian","83.6","66","59835"
"403444","occ","32654","","38704","Gallimimus bullatus","species","57265","Campanian","Maastrichtian","83.6","66","9906"
"404785","occ","32642","","38021","Barsboldia sicinskii","species","67253","Campanian","Maastrichtian","83.6","66","9907"
"404787","occ","10622","","37003","Gallimimus bullatus","species","57265","Campanian","Maastrichtian","83.6","66","9906"
"404794","occ","11764","","13776","Lamaceratops tereschenkoi","species","58849","Campanian","","83.6","72.1","11744"
"404798","occ","13391","","28243","Saichania chulsanensis","species","52910","Middle Campanian","","83.5","70.6","9909"
"404802","occ","32459","","13777","Conchoraptor gracilis","species","67259","Middle Campanian","","83.5","70.6","29707"
"404836","occ","32663","","37020","Borogovia gracilicrus","species","64791","Campanian","Maastrichtian","83.6","66","10141"
"404936","occ","","","38829","Protoceratops hellenikorhinus","species","57342","Campanian","","83.6","72.1","10057"
"404938","occ","","","38830","Protoceratops hellenikorhinus","species","57342","Campanian","","83.6","72.1","10057"
"404940","occ","","","38831","Protoceratops hellenikorhinus","species","57342","Campanian","","83.6","72.1","10057"
"404941","occ","","","38832","Protoceratops hellenikorhinus","species","57342","Campanian","","83.6","72.1","10057"
"404942","occ","","","38833","Bactrosaurus johnsoni","species","57344","Middle Campanian","Late Campanian","83.5","70.6","10471"
"405116","occ","19032","","38866","Suuwassea emilieae","species","57364","Late Kimmeridgian","Tithonian","155.7","145","10483"
"405147","occ","","","38872","Diplodocus carnegii","species","65917","Kimmeridgian","Tithonian","157.3","145","13903"
"405243","occ","18600","","38893","Pararhabdodon isonensis","species","68155","Late Maastrichtian","","70.6","66","19488"
"405527","occ","21972","","38952","Epachthosaurus sciuttoi","species","57467","Late Cenomanian","Early Turonian","99.6","89.3","24617"
"405967","occ","","","39074","Rapetosaurus krausei","species","57533","Maastrichtian","","72.1","66","24618"
"405968","occ","","","25074","Rapetosaurus krausei","species","57533","Maastrichtian","","72.1","66","10556"
"407830","occ","","","39229","Pentaceratops sternbergii","species","55033","Late Campanian","","83.5","70.6","13080"
"407841","occ","","","39231","Pentaceratops sternbergii","species","55033","Late Campanian","","83.5","70.6","18513"
"407849","occ","","","39235","Rhoetosaurus brownei","species","57575","Bajocian","","170.3","168.3","10599"
"408058","occ","","","39253","Stegosaurus ungulatus","species","52985","Kimmeridgian","Tithonian","157.3","145","7814"
"408061","occ","","","39253","Camptosaurus dispar","species","52979","Kimmeridgian","Tithonian","157.3","145","7814"
"408062","occ","","","39253","Camptosaurus dispar","species","52979","Kimmeridgian","Tithonian","157.3","145","10606"
